Area,County,CancerType,Year,Sex,AgeAdjustedRate,CaseCount,Population
'South Carolina','Spartanburg County','Lung and Bronchus','2013-2017','Male and Female','68.4','1243','1487572'
'South Carolina','Lexington County','Lung and Bronchus','2013-2017','Male and Female','63.4','1054','1409795'
'South Carolina','Orangeburg County','Lung and Bronchus','2013-2017','Male and Female','59.1','363','446002'
'South Carolina','Greenville County','Lung and Bronchus','2013-2017','Male and Female','57.4','1654','2450735'
'South Carolina','Bamberg County','Lung and Bronchus','2013-2017','Male and Female','72.2','83','74127'
'South Carolina','Chesterfield County','Lung and Bronchus','2013-2017','Male and Female','77.0','239','230495'
'South Carolina','Cherokee County','Lung and Bronchus','2013-2017','Male and Female','81.2','290','282538'
'South Carolina','Chester County','Lung and Bronchus','2013-2017','Male and Female','80.5','185','162110'
'South Carolina','Colleton County','Lung and Bronchus','2013-2017','Male and Female','77.7','215','187860'
'South Carolina','Calhoun County','Lung and Bronchus','2013-2017','Male and Female','71.1','87','74032'
'South Carolina','Berkeley County','Lung and Bronchus','2013-2017','Male and Female','73.9','788','1018206'
'South Carolina','Fairfield County','Lung and Bronchus','2013-2017','Male and Female','70.8','118','114359'
'South Carolina','Florence County','Lung and Bronchus','2013-2017','Male and Female','69.7','599','692829'
'South Carolina','Georgetown County','Lung and Bronchus','2013-2017','Male and Female','59.4','325','306279'
'South Carolina','Sumter County','Lung and Bronchus','2013-2017','Male and Female','76.8','492','536197'
'South Carolina','Williamsburg County','Lung and Bronchus','2013-2017','Male and Female','73.5','164','161441'
'South Carolina','York County','Lung and Bronchus','2013-2017','Male and Female','66.9','927','1257702'
'South Carolina','Saluda County','Lung and Bronchus','2013-2017','Male and Female','62.0','93','101023'
'South Carolina','Richland County','Lung and Bronchus','2013-2017','Male and Female','60.0','1169','2023524'
'South Carolina','Marlboro County','Lung and Bronchus','2013-2017','Male and Female','79.3','142','137310'
'South Carolina','Union County','Lung and Bronchus','2013-2017','Male and Female','80.3','165','138808'
'South Carolina','Greenwood County','Lung and Bronchus','2013-2017','Male and Female','67.1','306','350428'
'South Carolina','Dorchester County','Lung and Bronchus','2013-2017','Male and Female','66.4','527','762296'
'South Carolina','Lancaster County','Lung and Bronchus','2013-2017','Male and Female','66.6','412','433010'
'South Carolina','Laurens County','Lung and Bronchus','2013-2017','Male and Female','78.4','358','332740'
'South Carolina','Marion County','Lung and Bronchus','2013-2017','Male and Female','72.7','163','158861'
'South Carolina','Horry County','Lung and Bronchus','2013-2017','Male and Female','70.7','1698','1549160'
'South Carolina','McCormick County','Lung and Bronchus','2013-2017','Male and Female','66.7','70','48496'
'South Carolina','Oconee County','Lung and Bronchus','2013-2017','Male and Female','64.7','385','380028'
'South Carolina','Hampton County','Lung and Bronchus','2013-2017','Male and Female','66.4','88','100071'
'South Carolina','Pickens County','Lung and Bronchus','2013-2017','Male and Female','65.0','484','608032'
'South Carolina','Kershaw County','Lung and Bronchus','2013-2017','Male and Female','70.8','308','318804'
'South Carolina','Lee County','Lung and Bronchus','2013-2017','Male and Female','77.1','90','89254'
'South Carolina','Dillon County','Lung and Bronchus','2013-2017','Male and Female','79.6','158','155167'
'South Carolina','Darlington County','Lung and Bronchus','2013-2017','Male and Female','73.3','340','337275'
'South Dakota','Bon Homme County','Lung and Bronchus','2013-2017','Male and Female','35.6','17','34847'
'South Dakota','Walworth County','Lung and Bronchus','2013-2017','Male and Female','39.6','19','27448'
'South Dakota','Custer County','Lung and Bronchus','2013-2017','Male and Female','40.3','33','42544'
'South Dakota','Moody County','Lung and Bronchus','2013-2017','Male and Female','44.8','19','32401'
'South Dakota','Gregory County','Lung and Bronchus','2013-2017','Male and Female','45.6','16','21026'
'South Dakota','Charles Mix County','Lung and Bronchus','2013-2017','Male and Female','48.4','32','46565'
'South Dakota','Beadle County','Lung and Bronchus','2013-2017','Male and Female','52.8','62','91191'
'South Dakota','Brown County','Lung and Bronchus','2013-2017','Male and Female','57.0','138','193017'
'South Dakota','Brookings County','Lung and Bronchus','2013-2017','Male and Female','52.4','76','168973'
'South Dakota','Deuel County','Lung and Bronchus','2013-2017','Male and Female','51.8','17','21504'
'South Dakota','Day County','Lung and Bronchus','2013-2017','Male and Female','60.1','30','27599'
'South Dakota','Butte County','Lung and Bronchus','2013-2017','Male and Female','64.0','46','50944'
'South Dakota','Codington County','Lung and Bronchus','2013-2017','Male and Female','61.6','111','139808'
'South Dakota','Union County','Lung and Bronchus','2013-2017','Male and Female','63.3','58','75025'
'South Dakota','Hutchinson County','Lung and Bronchus','2013-2017','Male and Female','42.3','26','36381'
'South Dakota','Douglas County','Lung and Bronchus','2013-2017','Male and Female','68.1','17','14687'
'South Dakota','Bennett County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','17177'
'South Dakota','Brule County','Lung and Bronchus','2013-2017','Male and Female','80.9','27','26407'
'South Dakota','Davison County','Lung and Bronchus','2013-2017','Male and Female','67.6','90','99653'
'South Dakota','Clark County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','18252'
'South Dakota','Corson County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','20884'
'South Dakota','Campbell County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','6943'
'South Dakota','Buffalo County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','10253'
'South Dakota','Aurora County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','13707'
'South Dakota','Dewey County','Lung and Bronchus','2013-2017','Male and Female','75.8','18','28572'
'South Dakota','Clay County','Lung and Bronchus','2013-2017','Male and Female','88.1','53','69476'
'South Dakota','Turner County','Lung and Bronchus','2013-2017','Male and Female','51.6','33','41203'
'South Dakota','Tripp County','Lung and Bronchus','2013-2017','Male and Female','53.3','26','27385'
'South Dakota','Roberts County','Lung and Bronchus','2013-2017','Male and Female','48.3','34','51217'
'South Dakota','Fall River County','Lung and Bronchus','2013-2017','Male and Female','64.1','44','33917'
'South Dakota','Spink County','Lung and Bronchus','2013-2017','Male and Female','56.9','28','32883'
'South Dakota','Meade County','Lung and Bronchus','2013-2017','Male and Female','61.5','93','135230'
'South Dakota','Yankton County','Lung and Bronchus','2013-2017','Male and Female','49.7','79','113355'
'South Dakota','Pennington County','Lung and Bronchus','2013-2017','Male and Female','58.0','390','540653'
'South Dakota','Lawrence County','Lung and Bronchus','2013-2017','Male and Female','47.3','88','125368'
'South Dakota','McPherson County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','12063'
'South Dakota','Kingsbury County','Lung and Bronchus','2013-2017','Male and Female','75.2','31','24980'
'South Dakota','Ziebach County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','14177'
'South Dakota','Todd County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','50436'
'South Dakota','Stanley County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','14941'
'South Dakota','Mellette County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','10279'
'South Dakota','Shannon County','Lung and Bronchus','2013-2017','Male and Female','84.5','35','71494'
'South Dakota','Perkins County','Lung and Bronchus','2013-2017','Male and Female','75.0','17','14915'
'South Dakota','Sanborn County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','11836'
'South Dakota','Sully County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','7065'
'South Dakota','Lyman County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','19369'
'South Dakota','Minnehaha County','Lung and Bronchus','2013-2017','Male and Female','74.1','661','918849'
'South Dakota','Hand County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','16578'
'South Dakota','McCook County','Lung and Bronchus','2013-2017','Male and Female','66.8','26','27605'
'South Dakota','Lincoln County','Lung and Bronchus','2013-2017','Male and Female','54.0','129','265660'
'South Dakota','Miner County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','11246'
'South Dakota','Edmunds County','Lung and Bronchus','2013-2017','Male and Female','67.4','21','19846'
'South Dakota','Hyde County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','6794'
'South Dakota','Jackson County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','16356'
'South Dakota','Faulk County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','11623'
'South Dakota','Grant County','Lung and Bronchus','2013-2017','Male and Female','69.5','39','36323'
'South Dakota','Hanson County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','17012'
'South Dakota','Hamlin County','Lung and Bronchus','2013-2017','Male and Female','65.1','24','29822'
'South Dakota','Hughes County','Lung and Bronchus','2013-2017','Male and Female','53.0','59','87862'
'South Dakota','Jerauld County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','10176'
'South Dakota','Harding County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','6278'
'South Dakota','Jones County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','4702'
'South Dakota','Lake County','Lung and Bronchus','2013-2017','Male and Female','63.4','57','61723'
'South Dakota','Haakon County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','9390'
'South Dakota','Marshall County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','24157'
'South Dakota','Potter County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','11415'
'Tennessee','Williamson County','Lung and Bronchus','2013-2017','Male and Female','40.2','415','1060623'
'Tennessee','Moore County','Lung and Bronchus','2013-2017','Male and Female','45.2','22','31475'
'Tennessee','Cannon County','Lung and Bronchus','2013-2017','Male and Female','60.3','58','69125'
'Tennessee','Clay County','Lung and Bronchus','2013-2017','Male and Female','60.7','41','38421'
'Tennessee','Fayette County','Lung and Bronchus','2013-2017','Male and Female','53.6','166','196778'
'Tennessee','Wilson County','Lung and Bronchus','2013-2017','Male and Female','65.5','509','644659'
'Tennessee','Smith County','Lung and Bronchus','2013-2017','Male and Female','74.2','91','96388'
'Tennessee','Van Buren County','Lung and Bronchus','2013-2017','Male and Female','61.0','28','28327'
'Tennessee','Weakley County','Lung and Bronchus','2013-2017','Male and Female','74.9','165','168858'
'Tennessee','Unicoi County','Lung and Bronchus','2013-2017','Male and Female','65.0','95','89201'
'Tennessee','Shelby County','Lung and Bronchus','2013-2017','Male and Female','62.5','2999','4688450'
'Tennessee','Sumner County','Lung and Bronchus','2013-2017','Male and Female','68.1','721','878915'
'Tennessee','Knox County','Lung and Bronchus','2013-2017','Male and Female','68.6','1832','2259982'
'Tennessee','Cumberland County','Lung and Bronchus','2013-2017','Male and Female','71.5','389','290840'
'Tennessee','Haywood County','Lung and Bronchus','2013-2017','Male and Female','59.8','72','89772'
'Tennessee','Sevier County','Lung and Bronchus','2013-2017','Male and Female','80.1','548','476859'
'Tennessee','Warren County','Lung and Bronchus','2013-2017','Male and Female','78.3','210','201291'
'Tennessee','Tipton County','Lung and Bronchus','2013-2017','Male and Female','76.9','266','307216'
'Tennessee','Washington County','Lung and Bronchus','2013-2017','Male and Female','75.7','630','632037'
'Tennessee','Sullivan County','Lung and Bronchus','2013-2017','Male and Female','79.1','958','782291'
'Tennessee','Wayne County','Lung and Bronchus','2013-2017','Male and Female','86.7','104','83538'
'Tennessee','Sequatchie County','Lung and Bronchus','2013-2017','Male and Female','78.2','83','73303'
'Tennessee','Obion County','Lung and Bronchus','2013-2017','Male and Female','82.1','185','153348'
'Tennessee','Humphreys County','Lung and Bronchus','2013-2017','Male and Female','83.2','114','91348'
'Tennessee','Hardin County','Lung and Bronchus','2013-2017','Male and Female','86.4','180','129006'
'Tennessee','Davidson County','Lung and Bronchus','2013-2017','Male and Female','68.4','2228','3387956'
'Tennessee','Anderson County','Lung and Bronchus','2013-2017','Male and Female','68.7','380','377662'
'Tennessee','Bedford County','Lung and Bronchus','2013-2017','Male and Female','71.8','199','234363'
'Tennessee','DeKalb County','Lung and Bronchus','2013-2017','Male and Female','85.6','112','97012'
'Tennessee','Lincoln County','Lung and Bronchus','2013-2017','Male and Female','68.5','166','167932'
'Tennessee','Henry County','Lung and Bronchus','2013-2017','Male and Female','72.1','194','161268'
'Tennessee','Franklin County','Lung and Bronchus','2013-2017','Male and Female','73.9','221','206854'
'Tennessee','Bradley County','Lung and Bronchus','2013-2017','Male and Female','74.1','487','517845'
'Tennessee','Carter County','Lung and Bronchus','2013-2017','Male and Female','66.2','285','282535'
'Tennessee','Coffee County','Lung and Bronchus','2013-2017','Male and Female','69.5','244','270253'
'Tennessee','White County','Lung and Bronchus','2013-2017','Male and Female','89.5','174','131970'
'Tennessee','Trousdale County','Lung and Bronchus','2013-2017','Male and Female','114.4','59','44656'
'Tennessee','Union County','Lung and Bronchus','2013-2017','Male and Female','107.9','136','95830'
'Tennessee','Stewart County','Lung and Bronchus','2013-2017','Male and Female','87.1','89','66244'
'Tennessee','Carroll County','Lung and Bronchus','2013-2017','Male and Female','109.0','219','140670'
'Tennessee','Campbell County','Lung and Bronchus','2013-2017','Male and Female','110.5','334','199069'
'Tennessee','Lawrence County','Lung and Bronchus','2013-2017','Male and Female','89.1','257','212876'
'Tennessee','Lewis County','Lung and Bronchus','2013-2017','Male and Female','98.7','85','59690'
'Tennessee','Marion County','Lung and Bronchus','2013-2017','Male and Female','91.1','191','141820'
'Tennessee','Cocke County','Lung and Bronchus','2013-2017','Male and Female','94.5','252','176231'
'Tennessee','Claiborne County','Lung and Bronchus','2013-2017','Male and Female','115.1','263','157925'
'Tennessee','Decatur County','Lung and Bronchus','2013-2017','Male and Female','104.9','97','58382'
'Tennessee','Hawkins County','Lung and Bronchus','2013-2017','Male and Female','103.2','433','282064'
'Tennessee','Houston County','Lung and Bronchus','2013-2017','Male and Female','96.6','58','40890'
'Tennessee','Benton County','Lung and Bronchus','2013-2017','Male and Female','104.5','143','80734'
'Tennessee','Giles County','Lung and Bronchus','2013-2017','Male and Female','76.5','161','145139'
'Tennessee','Greene County','Lung and Bronchus','2013-2017','Male and Female','84.5','444','342588'
'Tennessee','Dickson County','Lung and Bronchus','2013-2017','Male and Female','90.1','282','256625'
'Tennessee','Hardeman County','Lung and Bronchus','2013-2017','Male and Female','96.1','161','128873'
'Tennessee','Hickman County','Lung and Bronchus','2013-2017','Male and Female','100.1','163','122535'
'Tennessee','Lauderdale County','Lung and Bronchus','2013-2017','Male and Female','94.8','152','133231'
'Tennessee','Cheatham County','Lung and Bronchus','2013-2017','Male and Female','84.6','194','198544'
'Tennessee','Henderson County','Lung and Bronchus','2013-2017','Male and Female','83.7','159','139397'
'Tennessee','Grundy County','Lung and Bronchus','2013-2017','Male and Female','85.3','87','66755'
'Tennessee','Dyer County','Lung and Bronchus','2013-2017','Male and Female','86.4','211','188649'
'Tennessee','Gibson County','Lung and Bronchus','2013-2017','Male and Female','76.6','256','246163'
'Tennessee','Bledsoe County','Lung and Bronchus','2013-2017','Male and Female','76.6','78','72101'
'Tennessee','Chester County','Lung and Bronchus','2013-2017','Male and Female','78.7','86','85558'
'Tennessee','Blount County','Lung and Bronchus','2013-2017','Male and Female','78.2','724','635732'
'Tennessee','Jackson County','Lung and Bronchus','2013-2017','Male and Female','81.1','79','57862'
'Tennessee','McMinn County','Lung and Bronchus','2013-2017','Male and Female','78.5','305','262924'
'Tennessee','Macon County','Lung and Bronchus','2013-2017','Male and Female','85.6','125','115804'
'Tennessee','Madison County','Lung and Bronchus','2013-2017','Male and Female','71.0','433','489532'
'Tennessee','Hamilton County','Lung and Bronchus','2013-2017','Male and Female','69.3','1573','1772516'
'Tennessee','Rutherford County','Lung and Bronchus','2013-2017','Male and Female','72.0','918','1491813'
'Tennessee','Crockett County','Lung and Bronchus','2013-2017','Male and Female','83.9','83','72777'
'Tennessee','Jefferson County','Lung and Bronchus','2013-2017','Male and Female','81.4','309','264343'
'Tennessee','Roane County','Lung and Bronchus','2013-2017','Male and Female','75.3','333','264461'
'Tennessee','Loudon County','Lung and Bronchus','2013-2017','Male and Female','73.4','330','255327'
'Tennessee','Pickett County','Lung and Bronchus','2013-2017','Male and Female','71.1','33','25369'
'Tennessee','Hancock County','Lung and Bronchus','2013-2017','Male and Female','97.5','46','33001'
'Tennessee','Fentress County','Lung and Bronchus','2013-2017','Male and Female','104.0','144','89665'
'Tennessee','Grainger County','Lung and Bronchus','2013-2017','Male and Female','98.4','169','114657'
'Tennessee','Monroe County','Lung and Bronchus','2013-2017','Male and Female','100.8','346','228262'
'Tennessee','Putnam County','Lung and Bronchus','2013-2017','Male and Female','81.8','380','377464'
'Tennessee','Hamblen County','Lung and Bronchus','2013-2017','Male and Female','80.9','347','317177'
'Tennessee','Meigs County','Lung and Bronchus','2013-2017','Male and Female','93.6','81','59153'
'Tennessee','Scott County','Lung and Bronchus','2013-2017','Male and Female','95.2','133','109728'
'Tennessee','Marshall County','Lung and Bronchus','2013-2017','Male and Female','91.5','184','158739'
'Tennessee','Montgomery County','Lung and Bronchus','2013-2017','Male and Female','75.4','556','960162'
'Tennessee','McNairy County','Lung and Bronchus','2013-2017','Male and Female','96.8','190','129715'
'Tennessee','Johnson County','Lung and Bronchus','2013-2017','Male and Female','83.1','117','89161'
'Tennessee','Morgan County','Lung and Bronchus','2013-2017','Male and Female','92.6','140','108064'
'Tennessee','Overton County','Lung and Bronchus','2013-2017','Male and Female','105.9','179','109919'
'Tennessee','Robertson County','Lung and Bronchus','2013-2017','Male and Female','80.8','317','342953'
'Tennessee','Rhea County','Lung and Bronchus','2013-2017','Male and Female','100.8','227','162588'
'Tennessee','Lake County','Lung and Bronchus','2013-2017','Male and Female','121.4','56','37920'
'Tennessee','Polk County','Lung and Bronchus','2013-2017','Male and Female','110.1','136','83647'
'Tennessee','Perry County','Lung and Bronchus','2013-2017','Male and Female','106.0','65','39373'
'Tennessee','Maury County','Lung and Bronchus','2013-2017','Male and Female','84.3','450','438123'
'Texas','Maverick County','Lung and Bronchus','2013-2017','Male and Female','25.5','63','287957'
'Texas','Hidalgo County','Lung and Bronchus','2013-2017','Male and Female','28.0','962','4200380'
'Texas','Dimmit County','Lung and Bronchus','2013-2017','Male and Female','30.0','18','53909'
'Texas','Brewster County','Lung and Bronchus','2013-2017','Male and Female','30.6','20','46104'
'Texas','Webb County','Lung and Bronchus','2013-2017','Male and Female','28.4','278','1348986'
'Texas','Frio County','Lung and Bronchus','2013-2017','Male and Female','39.5','34','95558'
'Texas','Gonzales County','Lung and Bronchus','2013-2017','Male and Female','40.6','55','102667'
'Texas','Fort Bend County','Lung and Bronchus','2013-2017','Male and Female','38.3','1132','3560901'
'Texas','Bexar County','Lung and Bronchus','2013-2017','Male and Female','41.7','3632','9465137'
'Texas','Andrews County','Lung and Bronchus','2013-2017','Male and Female','35.7','26','87752'
'Texas','Deaf Smith County','Lung and Bronchus','2013-2017','Male and Female','39.9','36','94930'
'Texas','Castro County','Lung and Bronchus','2013-2017','Male and Female','35.8','17','39391'
'Texas','Cameron County','Lung and Bronchus','2013-2017','Male and Female','33.0','678','2102548'
'Texas','El Paso County','Lung and Bronchus','2013-2017','Male and Female','30.9','1170','4179258'
'Texas','Reeves County','Lung and Bronchus','2013-2017','Male and Female','29.6','21','74147'
'Texas','Denton County','Lung and Bronchus','2013-2017','Male and Female','46.7','1377','3904944'
'Texas','Gaines County','Lung and Bronchus','2013-2017','Male and Female','43.0','32','99526'
'Texas','Hale County','Lung and Bronchus','2013-2017','Male and Female','47.6','84','172418'
'Texas','Fayette County','Lung and Bronchus','2013-2017','Male and Female','46.0','98','124712'
'Texas','Bee County','Lung and Bronchus','2013-2017','Male and Female','45.1','70','163678'
'Texas','Bandera County','Lung and Bronchus','2013-2017','Male and Female','45.1','93','106553'
'Texas','Brazos County','Lung and Bronchus','2013-2017','Male and Female','45.7','334','1073349'
'Texas','Comal County','Lung and Bronchus','2013-2017','Male and Female','47.6','411','645705'
'Texas','Collin County','Lung and Bronchus','2013-2017','Male and Female','42.5','1586','4574026'
'Texas','Comanche County','Lung and Bronchus','2013-2017','Male and Female','45.8','53','67498'
'Texas','Caldwell County','Lung and Bronchus','2013-2017','Male and Female','50.3','111','202972'
'Texas','Duval County','Lung and Bronchus','2013-2017','Male and Female','35.6','27','57151'
'Texas','Gillespie County','Lung and Bronchus','2013-2017','Male and Female','41.7','109','129623'
'Texas','Floyd County','Lung and Bronchus','2013-2017','Male and Female','41.5','18','29771'
'Texas','Jim Wells County','Lung and Bronchus','2013-2017','Male and Female','32.4','74','206819'
'Texas','Hays County','Lung and Bronchus','2013-2017','Male and Female','40.0','328','974174'
'Texas','Lamb County','Lung and Bronchus','2013-2017','Male and Female','37.4','32','66812'
'Texas','Washington County','Lung and Bronchus','2013-2017','Male and Female','38.2','103','173071'
'Texas','Val Verde County','Lung and Bronchus','2013-2017','Male and Female','32.2','84','244996'
'Texas','Pecos County','Lung and Bronchus','2013-2017','Male and Female','33.9','28','78979'
'Texas','Galveston County','Lung and Bronchus','2013-2017','Male and Female','55.3','976','1604169'
'Texas','Grimes County','Lung and Bronchus','2013-2017','Male and Female','57.0','106','136586'
'Texas','Goliad County','Lung and Bronchus','2013-2017','Male and Female','53.6','33','37520'
'Texas','Erath County','Lung and Bronchus','2013-2017','Male and Female','56.1','122','204864'
'Texas','Guadalupe County','Lung and Bronchus','2013-2017','Male and Female','57.4','459','754901'
'Texas','Franklin County','Lung and Bronchus','2013-2017','Male and Female','54.7','43','53243'
'Texas','Garza County','Lung and Bronchus','2013-2017','Male and Female','56.4','17','32329'
'Texas','Dawson County','Lung and Bronchus','2013-2017','Male and Female','62.2','47','65421'
'Texas','Baylor County','Lung and Bronchus','2013-2017','Male and Female','62.2','20','17951'
'Texas','Brown County','Lung and Bronchus','2013-2017','Male and Female','58.9','160','188921'
'Texas','Brazoria County','Lung and Bronchus','2013-2017','Male and Female','54.4','874','1729779'
'Texas','Blanco County','Lung and Bronchus','2013-2017','Male and Female','51.6','51','55343'
'Texas','Calhoun County','Lung and Bronchus','2013-2017','Male and Female','62.7','88','109209'
'Texas','Callahan County','Lung and Bronchus','2013-2017','Male and Female','55.9','58','68355'
'Texas','Clay County','Lung and Bronchus','2013-2017','Male and Female','58.5','48','51932'
'Texas','Coleman County','Lung and Bronchus','2013-2017','Male and Female','57.5','44','42087'
'Texas','Cooke County','Lung and Bronchus','2013-2017','Male and Female','62.6','165','195746'
'Texas','Dallas County','Lung and Bronchus','2013-2017','Male and Female','49.2','5337','12779978'
'Texas','Fisher County','Lung and Bronchus','2013-2017','Male and Female','49.2','18','19451'
'Texas','Colorado County','Lung and Bronchus','2013-2017','Male and Female','50.5','84','104613'
'Texas','Ellis County','Lung and Bronchus','2013-2017','Male and Female','56.9','473','820724'
'Texas','Ector County','Lung and Bronchus','2013-2017','Male and Female','56.0','355','779299'
'Texas','Austin County','Lung and Bronchus','2013-2017','Male and Female','44.8','93','146522'
'Texas','Atascosa County','Lung and Bronchus','2013-2017','Male and Female','42.6','114','240841'
'Texas','Lavaca County','Lung and Bronchus','2013-2017','Male and Female','47.6','78','99227'
'Texas','Kendall County','Lung and Bronchus','2013-2017','Male and Female','47.6','131','201443'
'Texas','Hockley County','Lung and Bronchus','2013-2017','Male and Female','48.7','63','116243'
'Texas','Jack County','Lung and Bronchus','2013-2017','Male and Female','48.7','28','44322'
'Texas','Kleberg County','Lung and Bronchus','2013-2017','Male and Female','50.0','77','158027'
'Texas','Wharton County','Lung and Bronchus','2013-2017','Male and Female','46.5','120','207276'
'Texas','Harris County','Lung and Bronchus','2013-2017','Male and Female','47.5','8789','22669154'
'Texas','Wilson County','Lung and Bronchus','2013-2017','Male and Female','43.3','123','235996'
'Texas','Willacy County','Lung and Bronchus','2013-2017','Male and Female','37.5','41','109298'
'Texas','Williamson County','Lung and Bronchus','2013-2017','Male and Female','46.8','1057','2538671'
'Texas','Lubbock County','Lung and Bronchus','2013-2017','Male and Female','49.7','701','1489402'
'Texas','Ochiltree County','Lung and Bronchus','2013-2017','Male and Female','42.4','20','52505'
'Texas','Somervell County','Lung and Bronchus','2013-2017','Male and Female','39.4','24','43270'
'Texas','Travis County','Lung and Bronchus','2013-2017','Male and Female','41.7','1844','5889670'
'Texas','Starr County','Lung and Bronchus','2013-2017','Male and Female','42.1','115','317405'
'Texas','Uvalde County','Lung and Bronchus','2013-2017','Male and Female','42.2','69','135120'
'Texas','Crosby County','Lung and Bronchus','2013-2017','Male and Female','73.3','29','29449'
'Texas','Grayson County','Lung and Bronchus','2013-2017','Male and Female','70.4','588','631178'
'Texas','DeWitt County','Lung and Bronchus','2013-2017','Male and Female','70.7','106','102367'
'Texas','Glasscock County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','6700'
'Texas','Edwards County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','9568'
'Texas','Freestone County','Lung and Bronchus','2013-2017','Male and Female','67.0','98','98331'
'Texas','Gray County','Lung and Bronchus','2013-2017','Male and Female','68.0','96','114523'
'Texas','Hall County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','15508'
'Texas','Gregg County','Lung and Bronchus','2013-2017','Male and Female','66.2','468','617018'
'Texas','Borden County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','3293'
'Texas','Angelina County','Lung and Bronchus','2013-2017','Male and Female','69.3','366','438276'
'Texas','Burleson County','Lung and Bronchus','2013-2017','Male and Female','67.6','91','88196'
'Texas','Bosque County','Lung and Bronchus','2013-2017','Male and Female','75.3','121','89788'
'Texas','Briscoe County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','7630'
'Texas','Armstrong County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','9477'
'Texas','Bell County','Lung and Bronchus','2013-2017','Male and Female','77.4','1070','1682599'
'Texas','Carson County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','30141'
'Texas','Childress County','Lung and Bronchus','2013-2017','Male and Female','73.1','29','35892'
'Texas','Coke County','Lung and Bronchus','2013-2017','Male and Female','63.9','21','16185'
'Texas','Bailey County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','35559'
'Texas','Brooks County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','36050'
'Texas','Culberson County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','11306'
'Texas','Delta County','Lung and Bronchus','2013-2017','Male and Female','83.2','33','25846'
'Texas','Bowie County','Lung and Bronchus','2013-2017','Male and Female','74.6','432','468454'
'Texas','Chambers County','Lung and Bronchus','2013-2017','Male and Female','66.2','119','196366'
'Texas','Burnet County','Lung and Bronchus','2013-2017','Male and Female','68.6','243','224790'
'Texas','Camp County','Lung and Bronchus','2013-2017','Male and Female','69.0','58','63499'
'Texas','Crane County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','24123'
'Texas','Crockett County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','18494'
'Texas','Dallam County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','36134'
'Texas','Cherokee County','Lung and Bronchus','2013-2017','Male and Female','75.9','251','258032'
'Texas','Cochran County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','14690'
'Texas','Cottle County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','7093'
'Texas','Coryell County','Lung and Bronchus','2013-2017','Male and Female','84.4','244','378924'
